parva_18,parva_100,chapter,shloka,section,section_by_volume,volume
Udyoga,Bhagavat Yana,790,53,54,10,4
Udyoga,Bhagavat Yana,791,52,54,10,4
Udyoga,Bhagavat Yana,792,34,54,10,4
Udyoga,Bhagavat Yana,793,31,54,10,4
Udyoga,Bhagavat Yana,794,42,54,10,4
Udyoga,Bhagavat Yana,795,40,54,10,4
Udyoga,Bhagavat Yana,796,37,54,10,4
Udyoga,Bhagavat Yana,797,21,54,10,4
Udyoga,Bhagavat Yana,798,30,54,10,4
Udyoga,Bhagavat Yana,799,26,54,10,4
Udyoga,Bhagavat Yana,800,22,54,10,4
Udyoga,Karna Upanivada,801,28,55,11,4
Udyoga,Karna Upanivada,802,57,55,11,4
Udyoga,Karna Upanivada,803,20,55,11,4
Udyoga,Karna Upanivada,804,49,55,11,4
Udyoga,Karna Upanivada,805,30,55,11,4
Udyoga,Karna Upanivada,806,12,55,11,4
Udyoga,Karna Upanivada,807,26,55,11,4
Udyoga,Karna Upanivada,808,40,55,11,4
Udyoga,Karna Upanivada,809,35,55,11,4
Udyoga,Karna Upanivada,810,35,55,11,4
Udyoga,Karna Upanivada,811,19,55,11,4
Udyoga,Abhiniryana,812,84,56,12,4
Udyoga,Abhiniryana,813,27,56,12,4
Udyoga,Abhiniryana,814,27,56,12,4
Udyoga,Abhiniryana,815,31,56,12,4
Udyoga,Bhishma Abhishechana,816,35,57,13,4
Udyoga,Bhishma Abhishechana,817,34,57,13,4
Udyoga,Bhishma Abhishechana,818,38,57,13,4
Udyoga,Bhishma Abhishechana,819,15,57,13,4
Udyoga,Uluka Yana,820,18,58,14,4
Udyoga,Uluka Yana,821,41,58,14,4
Udyoga,Uluka Yana,822,13,58,14,4
Udyoga,Uluka Yana,823,29,58,14,4
Udyoga,Ratha Atiratha Samkhya,824,12,59,15,4
Udyoga,Ratha Atiratha Samkhya,825,33,59,15,4
Udyoga,Ratha Atiratha Samkhya,826,22,59,15,4
Udyoga,Ratha Atiratha Samkhya,827,38,59,15,4
Udyoga,Ratha Atiratha Samkhya,828,27,59,15,4
Udyoga,Ratha Atiratha Samkhya,829,39,59,15,4
Udyoga,Ratha Atiratha Samkhya,830,14,59,15,4
Udyoga,Ratha Atiratha Samkhya,831,25,59,15,4
Udyoga,Ratha Atiratha Samkhya,832,21,59,15,4
Udyoga,Amba Upakhyana,833,22,60,1,5
Udyoga,Amba Upakhyana,834,9,60,1,5
Udyoga,Amba Upakhyana,835,23,60,1,5
Udyoga,Amba Upakhyana,836,18,60,1,5
Udyoga,Amba Upakhyana,837,26,60,1,5
Udyoga,Amba Upakhyana,838,30,60,1,5
Udyoga,Amba Upakhyana,839,42,60,1,5
Udyoga,Amba Upakhyana,840,24,60,1,5
Udyoga,Amba Upakhyana,841,38,60,1,5
Udyoga,Amba Upakhyana,842,31,60,1,5
Udyoga,Amba Upakhyana,843,39,60,1,5
Udyoga,Amba Upakhyana,844,36,60,1,5
Udyoga,Amba Upakhyana,845,16,60,1,5
Udyoga,Amba Upakhyana,846,27,60,1,5
Udyoga,Amba Upakhyana,847,18,60,1,5
Udyoga,Amba Upakhyana,848,23,60,1,5
Udyoga,Amba Upakhyana,849,36,60,1,5
Udyoga,Amba Upakhyana,850,40,60,1,5
Udyoga,Amba Upakhyana,851,18,60,1,5
Udyoga,Amba Upakhyana,852,18,60,1,5
Udyoga,Amba Upakhyana,853,23,60,1,5
Udyoga,Amba Upakhyana,854,20,60,1,5
Udyoga,Amba Upakhyana,855,30,60,1,5
Udyoga,Amba Upakhyana,856,66,60,1,5
Udyoga,Amba Upakhyana,857,22,60,1,5
Udyoga,Amba Upakhyana,858,20,60,1,5
Udyoga,Amba Upakhyana,859,19,60,1,5
Udyoga,Amba Upakhyana,860,21,60,1,5
Bhishma,Jambukhanda Vinirmana,861,34,61,2,5
Bhishma,Jambukhanda Vinirmana,862,33,61,2,5
Bhishma,Jambukhanda Vinirmana,863,46,61,2,5
Bhishma,Jambukhanda Vinirmana,864,35,61,2,5
Bhishma,Jambukhanda Vinirmana,865,21,61,2,5
Bhishma,Jambukhanda Vinirmana,866,16,61,2,5
Bhishma,Jambukhanda Vinirmana,867,53,61,2,5
Bhishma,Jambukhanda Vinirmana,868,31,61,2,5
Bhishma,Jambukhanda Vinirmana,869,21,61,2,5
Bhishma,Jambukhanda Vinirmana,870,74,61,2,5
Bhishma,Jambukhanda Vinirmana,871,14,61,2,5
Bhishma,Bhumi,872,37,62,3,5
Bhishma,Bhumi,873,50,62,3,5
Bhishma,Bhagavad Gita,874,13,63,4,5
Bhishma,Bhagavad Gita,875,75,63,4,5
Bhishma,Bhagavad Gita,876,46,63,4,5
Bhishma,Bhagavad Gita,877,39,63,4,5
Bhishma,Bhagavad Gita,878,18,63,4,5
Bhishma,Bhagavad Gita,879,44,63,4,5
Bhishma,Bhagavad Gita,880,20,63,4,5
Bhishma,Bhagavad Gita,881,17,63,4,5
Bhishma,Bhagavad Gita,882,22,63,4,5
Bhishma,Bhagavad Gita,883,47,63,4,5
Bhishma,Bhagavad Gita,884,72,63,4,5
Bhishma,Bhagavad Gita,885,43,63,4,5
Bhishma,Bhagavad Gita,886,42,63,4,5
Bhishma,Bhagavad Gita,887,29,63,4,5
Bhishma,Bhagavad Gita,888,47,63,4,5
Bhishma,Bhagavad Gita,889,30,63,4,5
Bhishma,Bhagavad Gita,890,28,63,4,5
Bhishma,Bhagavad Gita,891,34,63,4,5
Bhishma,Bhagavad Gita,892,42,63,4,5
Bhishma,Bhagavad Gita,893,55,63,4,5
Bhishma,Bhagavad Gita,894,20,63,4,5
Bhishma,Bhagavad Gita,895,34,63,4,5
Bhishma,Bhagavad Gita,896,27,63,4,5
Bhishma,Bhagavad Gita,897,20,63,4,5
Bhishma,Bhagavad Gita,898,24,63,4,5
Bhishma,Bhagavad Gita,899,28,63,4,5
Bhishma,Bhagavad Gita,900,78,63,4,5
Bhishma,Bhishma Vadha,901,104,64,5,5
Bhishma,Bhishma Vadha,902,30,64,5,5
Bhishma,Bhishma Vadha,903,83,64,5,5
Bhishma,Bhishma Vadha,904,48,64,5,5
Bhishma,Bhishma Vadha,905,63,64,5,5
Bhishma,Bhishma Vadha,906,56,64,5,5
Bhishma,Bhishma Vadha,907,30,64,5,5
Bhishma,Bhishma Vadha,908,70,64,5,5
Bhishma,Bhishma Vadha,909,40,64,5,5
Bhishma,Bhishma Vadha,910,115,64,5,5
Bhishma,Bhishma Vadha,911,43,64,5,5
Bhishma,Bhishma Vadha,912,22,64,5,5
Bhishma,Bhishma Vadha,913,34,64,5,5
Bhishma,Bhishma Vadha,914,44,64,5,5
Bhishma,Bhishma Vadha,915,132,64,5,5
Bhishma,Bhishma Vadha,916,28,64,5,5
Bhishma,Bhishma Vadha,917,36,64,5,5
Bhishma,Bhishma Vadha,918,61,64,5,5
Bhishma,Bhishma Vadha,919,29,64,5,5
Bhishma,Bhishma Vadha,920,79,64,5,5
Bhishma,Bhishma Vadha,921,70,64,5,5
Bhishma,Bhishma Vadha,922,40,64,5,5
Bhishma,Bhishma Vadha,923,21,64,5,5
Bhishma,Bhishma Vadha,924,18,64,5,5
Bhishma,Bhishma Vadha,925,33,64,5,5
Bhishma,Bhishma Vadha,926,22,64,5,5
Bhishma,Bhishma Vadha,927,41,64,5,5
Bhishma,Bhishma Vadha,928,33,64,5,5
Bhishma,Bhishma Vadha,929,41,64,5,5
Bhishma,Bhishma Vadha,930,37,64,5,5
Bhishma,Bhishma Vadha,931,36,64,5,5
Bhishma,Bhishma Vadha,932,26,64,5,5
Bhishma,Bhishma Vadha,933,71,64,5,5
Bhishma,Bhishma Vadha,934,36,64,5,5
Bhishma,Bhishma Vadha,935,59,64,5,5
Bhishma,Bhishma Vadha,936,19,64,5,5
Bhishma,Bhishma Vadha,937,44,64,5,5
Bhishma,Bhishma Vadha,938,57,64,5,5
Bhishma,Bhishma Vadha,939,55,64,5,5
Bhishma,Bhishma Vadha,940,51,64,5,5
Bhishma,Bhishma Vadha,941,37,64,5,5
Bhishma,Bhishma Vadha,942,56,64,5,5
Bhishma,Bhishma Vadha,943,39,64,5,5
Bhishma,Bhishma Vadha,944,43,64,5,5
Bhishma,Bhishma Vadha,945,36,64,5,5
Bhishma,Bhishma Vadha,946,86,64,5,5
Bhishma,Bhishma Vadha,947,30,64,5,5
Bhishma,Bhishma Vadha,948,38,64,5,5
Bhishma,Bhishma Vadha,949,41,64,5,5
Bhishma,Bhishma Vadha,950,46,64,5,5
Bhishma,Bhishma Vadha,951,81,64,5,5
Bhishma,Bhishma Vadha,952,79,64,5,5
Bhishma,Bhishma Vadha,953,41,64,5,5
Bhishma,Bhishma Vadha,954,20,64,5,5
Bhishma,Bhishma Vadha,955,53,64,5,5
Bhishma,Bhishma Vadha,956,51,64,5,5
Bhishma,Bhishma Vadha,957,57,64,5,5
Bhishma,Bhishma Vadha,958,38,64,5,5
Bhishma,Bhishma Vadha,959,47,64,5,5
Bhishma,Bhishma Vadha,960,37,64,5,5
Bhishma,Bhishma Vadha,961,33,64,5,5
Bhishma,Bhishma Vadha,962,78,64,5,5
Bhishma,Bhishma Vadha,963,101,64,5,5
Bhishma,Bhishma Vadha,964,58,64,5,5
Bhishma,Bhishma Vadha,965,37,64,5,5
Bhishma,Bhishma Vadha,966,45,64,5,5
Bhishma,Bhishma Vadha,967,55,64,5,5
Bhishma,Bhishma Vadha,968,41,64,5,5
Bhishma,Bhishma Vadha,969,48,64,5,5
Bhishma,Bhishma Vadha,970,46,64,5,5
Bhishma,Bhishma Vadha,971,43,64,5,5
Bhishma,Bhishma Vadha,972,138,64,5,5
Bhishma,Bhishma Vadha,973,49,64,5,5
Bhishma,Bhishma Vadha,974,112,64,5,5
Bhishma,Bhishma Vadha,975,65,64,5,5
Bhishma,Bhishma Vadha,976,51,64,5,5
Bhishma,Bhishma Vadha,977,34,64,5,5
Drona,Dronabhisheka,978,49,65,6,5
Drona,Dronabhisheka,979,37,65,6,5
Drona,Dronabhisheka,980,23,65,6,5
Drona,Dronabhisheka,981,15,65,6,5
Drona,Dronabhisheka,982,40,65,6,5
Drona,Dronabhisheka,983,43,65,6,5
Drona,Dronabhisheka,984,36,65,6,5
Drona,Dronabhisheka,985,39,65,6,5
Drona,Dronabhisheka,986,73,65,6,5
Drona,Dronabhisheka,987,51,65,6,5
Drona,Dronabhisheka,988,31,65,6,5
Drona,Dronabhisheka,989,28,65,6,5
Drona,Dronabhisheka,990,80,65,6,5
Drona,Dronabhisheka,991,37,65,6,5
Drona,Dronabhisheka,992,52,65,6,5
Drona,Samshaptaka Vadha,993,49,66,7,5
Drona,Samshaptaka Vadha,994,31,66,7,5
Drona,Samshaptaka Vadha,995,39,66,7,5
Drona,Samshaptaka Vadha,996,64,66,7,5
Drona,Samshaptaka Vadha,997,53,66,7,5
Drona,Samshaptaka Vadha,998,29,66,7,5
Drona,Samshaptaka Vadha,999,63,66,7,5
Drona,Samshaptaka Vadha,1000,19,66,7,5
Drona,Samshaptaka Vadha,1001,61,66,7,5
Drona,Samshaptaka Vadha,1002,59,66,7,5
Drona,Samshaptaka Vadha,1003,29,66,7,5
Drona,Samshaptaka Vadha,1004,30,66,7,5
Drona,Samshaptaka Vadha,1005,44,66,7,5
Drona,Samshaptaka Vadha,1006,41,66,7,5
Drona,Samshaptaka Vadha,1007,29,66,7,5
Drona,Samshaptaka Vadha,1008,77,66,7,5
Drona,Abhimanyu Vadha,1009,26,67,1,6
Drona,Abhimanyu Vadha,1010,20,67,1,6
Drona,Abhimanyu Vadha,1011,29,67,1,6
Drona,Abhimanyu Vadha,1012,44,67,1,6
Drona,Abhimanyu Vadha,1013,36,67,1,6
Drona,Abhimanyu Vadha,1014,23,67,1,6
Drona,Abhimanyu Vadha,1015,30,67,1,6
Drona,Abhimanyu Vadha,1016,31,67,1,6
Drona,Abhimanyu Vadha,1017,24,67,1,6
Drona,Abhimanyu Vadha,1018,20,67,1,6
Drona,Abhimanyu Vadha,1019,19,67,1,6
Drona,Abhimanyu Vadha,1020,21,67,1,6
Drona,Abhimanyu Vadha,1021,30,67,1,6
Drona,Abhimanyu Vadha,1022,26,67,1,6
Drona,Abhimanyu Vadha,1023,24,67,1,6
Drona,Abhimanyu Vadha,1024,40,67,1,6
Drona,Abhimanyu Vadha,1025,53,67,1,6
Drona,Abhimanyu Vadha,1026,21,67,1,6
Drona,Abhimanyu Vadha,1027,83,67,1,6
Drona,Abhimanyu Vadha,1028,43,67,1,6
Drona,Pratijna,1029,33,68,2,6
Drona,Pratijna,1030,56,68,2,6
Drona,Pratijna,1031,26,68,2,6
Drona,Pratijna,1032,40,68,2,6
Drona,Pratijna,1033,41,68,2,6
Drona,Pratijna,1034,81,68,2,6
Drona,Pratijna,1035,33,68,2,6
Drona,Pratijna,1036,21,68,2,6
Drona,Pratijna,1037,34,68,2,6
Drona,Jayadratha Vadha,1038,51,69,3,6
Drona,Jayadratha Vadha,1039,23,69,3,6
Drona,Jayadratha Vadha,1040,33,69,3,6
Drona,Jayadratha Vadha,1041,60,69,3,6
Drona,Jayadratha Vadha,1042,32,69,3,6
Drona,Jayadratha Vadha,1043,43,69,3,6
Drona,Jayadratha Vadha,1044,71,69,3,6
Drona,Jayadratha Vadha,1045,66,69,3,6
Drona,Jayadratha Vadha,1046,75,69,3,6
Drona,Jayadratha Vadha,1047,51,69,3,6
Drona,Jayadratha Vadha,1048,31,69,3,6
Drona,Jayadratha Vadha,1049,35,69,3,6
Drona,Jayadratha Vadha,1050,53,69,3,6
Drona,Jayadratha Vadha,1051,58,69,3,6
Drona,Jayadratha Vadha,1052,36,69,3,6
Drona,Jayadratha Vadha,1053,42,69,3,6
Drona,Jayadratha Vadha,1054,38,69,3,6
Drona,Jayadratha Vadha,1055,46,69,3,6
Drona,Jayadratha Vadha,1056,33,69,3,6
Drona,Jayadratha Vadha,1057,38,69,3,6
Drona,Jayadratha Vadha,1058,46,69,3,6
Drona,Jayadratha Vadha,1059,39,69,3,6
Drona,Jayadratha Vadha,1060,39,69,3,6
Drona,Jayadratha Vadha,1061,30,69,3,6
Drona,Jayadratha Vadha,1062,101,69,3,6
Drona,Jayadratha Vadha,1063,50,69,3,6
Drona,Jayadratha Vadha,1064,75,69,3,6
Drona,Jayadratha Vadha,1065,59,69,3,6
Drona,Jayadratha Vadha,1066,43,69,3,6
Drona,Jayadratha Vadha,1067,50,69,3,6
Drona,Jayadratha Vadha,1068,54,69,3,6
Drona,Jayadratha Vadha,1069,44,69,3,6
Drona,Jayadratha Vadha,1070,35,69,3,6
Drona,Jayadratha Vadha,1071,18,69,3,6
Drona,Jayadratha Vadha,1072,47,69,3,6
Drona,Jayadratha Vadha,1073,45,69,3,6
Drona,Jayadratha Vadha,1074,55,69,3,6
Drona,Jayadratha Vadha,1075,58,69,3,6
Drona,Jayadratha Vadha,1076,28,69,3,6
Drona,Jayadratha Vadha,1077,39,69,3,6
Drona,Jayadratha Vadha,1078,74,69,3,6
Drona,Jayadratha Vadha,1079,105,69,3,6
Drona,Jayadratha Vadha,1080,49,69,3,6
Drona,Jayadratha Vadha,1081,33,69,3,6
Drona,Jayadratha Vadha,1082,36,69,3,6
Drona,Jayadratha Vadha,1083,54,69,3,6
Drona,Jayadratha Vadha,1084,39,69,3,6
Drona,Jayadratha Vadha,1085,41,69,3,6
Drona,Jayadratha Vadha,1086,34,69,3,6
Drona,Jayadratha Vadha,1087,39,69,3,6
Drona,Jayadratha Vadha,1088,35,69,3,6
Drona,Jayadratha Vadha,1089,45,69,3,6
Drona,Jayadratha Vadha,1090,26,69,3,6
Drona,Jayadratha Vadha,1091,94,69,3,6
Drona,Jayadratha Vadha,1092,24,69,3,6
Drona,Jayadratha Vadha,1093,36,69,3,6
Drona,Jayadratha Vadha,1094,62,69,3,6
Drona,Jayadratha Vadha,1095,52,69,3,6
Drona,Jayadratha Vadha,1096,28,69,3,6
Drona,Jayadratha Vadha,1097,89,69,3,6
Drona,Jayadratha Vadha,1098,49,69,3,6
Drona,Ghatotkacha Vadha,1099,88,70,4,6
Drona,Ghatotkacha Vadha,1100,41,70,4,6
Drona,Ghatotkacha Vadha,1101,33,70,4,6
Drona,Ghatotkacha Vadha,1102,33,70,4,6
Drona,Ghatotkacha Vadha,1103,39,70,4,6
Drona,Ghatotkacha Vadha,1104,26,70,4,6
Drona,Ghatotkacha Vadha,1105,34,70,4,6
Drona,Ghatotkacha Vadha,1106,35,70,4,6
Drona,Ghatotkacha Vadha,1107,40,70,4,6
Drona,Ghatotkacha Vadha,1108,135,70,4,6
Drona,Ghatotkacha Vadha,1109,42,70,4,6
Drona,Ghatotkacha Vadha,1110,64,70,4,6
Drona,Ghatotkacha Vadha,1111,81,70,4,6
Drona,Ghatotkacha Vadha,1112,54,70,4,6
Drona,Ghatotkacha Vadha,1113,19,70,4,6
Drona,Ghatotkacha Vadha,1114,51,70,4,6
Drona,Ghatotkacha Vadha,1115,34,70,4,6
Drona,Ghatotkacha Vadha,1116,33,70,4,6
Drona,Ghatotkacha Vadha,1117,41,70,4,6
Drona,Ghatotkacha Vadha,1118,61,70,4,6
Drona,Ghatotkacha Vadha,1119,44,70,4,6
Drona,Ghatotkacha Vadha,1120,42,70,4,6
Drona,Ghatotkacha Vadha,1121,42,70,4,6
Drona,Ghatotkacha Vadha,1122,68,70,4,6
Drona,Ghatotkacha Vadha,1123,51,70,4,6
Drona,Ghatotkacha Vadha,1124,38,70,4,6
Drona,Ghatotkacha Vadha,1125,62,70,4,6
Drona,Ghatotkacha Vadha,1126,37,70,4,6
Drona,Ghatotkacha Vadha,1127,103,70,4,6
Drona,Ghatotkacha Vadha,1128,21,70,4,6
Drona,Ghatotkacha Vadha,1129,47,70,4,6
Drona,Ghatotkacha Vadha,1130,40,70,4,6
Drona,Ghatotkacha Vadha,1131,63,70,4,6
Drona,Drona Vadha Parva,1132,30,71,5,6
Drona,Drona Vadha Parva,1133,33,71,5,6
Drona,Drona Vadha Parva,1134,44,71,5,6
Drona,Drona Vadha Parva,1135,62,71,5,6
Drona,Drona Vadha Parva,1136,50,71,5,6
Drona,Drona Vadha Parva,1137,37,71,5,6
Drona,Drona Vadha Parva,1138,51,71,5,6
Drona,Drona Vadha Parva,1139,52,71,5,6
Drona,Drona Vadha Parva,1140,49,71,5,6
Drona,Drona Vadha Parva,1141,159,71,5,6
Drona,Drona Vadha Parva,1142,125,71,5,6
Drona,Narayana Astra Moksha,1143,60,72,6,6
Drona,Narayana Astra Moksha,1144,50,72,6,6
Drona,Narayana Astra Moksha,1145,39,72,6,6
Drona,Narayana Astra Moksha,1146,62,72,6,6
Drona,Narayana Astra Moksha,1147,61,72,6,6
Drona,Narayana Astra Moksha,1148,69,72,6,6
Drona,Narayana Astra Moksha,1149,94,72,6,6
Drona,Narayana Astra Moksha,1150,103,72,6,6
Karna,Karna Vadha,1151,49,73,1,7
Karna,Karna Vadha,1152,20,73,1,7
Karna,Karna Vadha,1153,14,73,1,7
Karna,Karna Vadha,1154,108,73,1,7
Karna,Karna Vadha,1155,110,73,1,7
Karna,Karna Vadha,1156,46,73,1,7
Karna,Karna Vadha,1157,42,73,1,7
Karna,Karna Vadha,1158,45,73,1,7
Karna,Karna Vadha,1159,35,73,1,7
Karna,Karna Vadha,1160,36,73,1,7
Karna,Karna Vadha,1161,41,73,1,7
Karna,Karna Vadha,1162,71,73,1,7
Karna,Karna Vadha,1163,25,73,1,7
Karna,Karna Vadha,1164,64,73,1,7
Karna,Karna Vadha,1165,43,73,1,7
Karna,Karna Vadha,1166,38,73,1,7
Karna,Karna Vadha,1167,120,73,1,7
Karna,Karna Vadha,1168,76,73,1,7
Karna,Karna Vadha,1169,75,73,1,7
Karna,Karna Vadha,1170,32,73,1,7
Karna,Karna Vadha,1171,42,73,1,7
Karna,Karna Vadha,1172,61,73,1,7
Karna,Karna Vadha,1173,54,73,1,7
Karna,Karna Vadha,1174,161,73,1,7
Karna,Karna Vadha,1175,11,73,1,7
Karna,Karna Vadha,1176,74,73,1,7
Karna,Karna Vadha,1177,105,73,1,7
Karna,Karna Vadha,1178,66,73,1,7
Karna,Karna Vadha,1179,40,73,1,7
Karna,Karna Vadha,1180,88,73,1,7
Karna,Karna Vadha,1181,68,73,1,7
Karna,Karna Vadha,1182,84,73,1,7
Karna,Karna Vadha,1183,70,73,1,7
Karna,Karna Vadha,1184,42,73,1,7
Karna,Karna Vadha,1185,60,73,1,7
Karna,Karna Vadha,1186,40,73,1,7
Karna,Karna Vadha,1187,38,73,1,7
Karna,Karna Vadha,1188,42,73,1,7
Karna,Karna Vadha,1189,38,73,1,7
Karna,Karna Vadha,1190,130,73,1,7
Karna,Karna Vadha,1191,7,73,1,7
Karna,Karna Vadha,1192,57,73,1,7
Karna,Karna Vadha,1193,78,73,1,7
Karna,Karna Vadha,1194,55,73,1,7
Karna,Karna Vadha,1195,73,73,1,7
Karna,Karna Vadha,1196,48,73,1,7
Karna,Karna Vadha,1197,14,73,1,7
Karna,Karna Vadha,1198,15,73,1,7
Karna,Karna Vadha,1199,115,73,1,7
Karna,Karna Vadha,1200,65,73,1,7
Karna,Karna Vadha,1201,110,73,1,7
Karna,Karna Vadha,1202,33,73,1,7
Karna,Karna Vadha,1203,14,73,1,7
Karna,Karna Vadha,1204,29,73,1,7
Karna,Karna Vadha,1205,73,73,1,7
Karna,Karna Vadha,1206,58,73,1,7
Karna,Karna Vadha,1207,69,73,1,7
Karna,Karna Vadha,1208,28,73,1,7
Karna,Karna Vadha,1209,45,73,1,7
Karna,Karna Vadha,1210,33,73,1,7
Karna,Karna Vadha,1211,17,73,1,7
Karna,Karna Vadha,1212,62,73,1,7
Karna,Karna Vadha,1213,83,73,1,7
Karna,Karna Vadha,1214,32,73,1,7
Karna,Karna Vadha,1215,45,73,1,7
Karna,Karna Vadha,1216,65,73,1,7
Karna,Karna Vadha,1217,37,73,1,7
Karna,Karna Vadha,1218,63,73,1,7
Karna,Karna Vadha,1219,43,73,1,7
Shalya,Shalya Vadha,1220,52,74,2,7
Shalya,Shalya Vadha,1221,65,74,2,7
Shalya,Shalya Vadha,1222,50,74,2,7
Shalya,Shalya Vadha,1223,50,74,2,7
Shalya,Shalya Vadha,1224,27,74,2,7
Shalya,Shalya Vadha,1225,41,74,2,7
Shalya,Shalya Vadha,1226,44,74,2,7
Shalya,Shalya Vadha,1227,46,74,2,7
Shalya,Shalya Vadha,1228,65,74,2,7
Shalya,Shalya Vadha,1229,56,74,2,7
Shalya,Shalya Vadha,1230,63,74,2,7
Shalya,Shalya Vadha,1231,45,74,2,7
Shalya,Shalya Vadha,1232,45,74,2,7
Shalya,Shalya Vadha,1233,41,74,2,7
Shalya,Shalya Vadha,1234,67,74,2,7
Shalya,Shalya Vadha,1235,87,74,2,7
Shalya,Hrada Pravesha,1236,39,75,3,7
Shalya,Hrada Pravesha,1237,65,75,3,7
Shalya,Hrada Pravesha,1238,26,75,3,7
Shalya,Hrada Pravesha,1239,36,75,3,7
Shalya,Hrada Pravesha,1240,44,75,3,7
Shalya,Hrada Pravesha,1241,88,75,3,7
Shalya,Hrada Pravesha,1242,64,75,3,7
Shalya,Hrada Pravesha,1243,56,75,3,7
Shalya,Hrada Pravesha,1244,37,75,3,7
Shalya,Hrada Pravesha,1245,54,75,3,7
Shalya,Hrada Pravesha,1246,63,75,3,7
Shalya,Hrada Pravesha,1247,92,75,3,7
Shalya,Tirtha Yatra,1248,66,76,4,7
Shalya,Tirtha Yatra,1249,68,76,4,7
Shalya,Tirtha Yatra,1250,60,76,4,7
Shalya,Tirtha Yatra,1251,52,76,4,7
Shalya,Tirtha Yatra,1252,18,76,4,7
Shalya,Tirtha Yatra,1253,81,76,4,7
Shalya,Tirtha Yatra,1254,53,76,4,7
Shalya,Tirtha Yatra,1255,63,76,4,7
Shalya,Tirtha Yatra,1256,50,76,4,7
Shalya,Tirtha Yatra,1257,33,76,4,7
Shalya,Tirtha Yatra,1258,32,76,4,7
Shalya,Tirtha Yatra,1259,35,76,4,7
Shalya,Tirtha Yatra,1260,39,76,4,7
Shalya,Tirtha Yatra,1261,41,76,4,7
Shalya,Tirtha Yatra,1262,52,76,4,7
Shalya,Tirtha Yatra,1263,110,76,4,7
Shalya,Tirtha Yatra,1264,95,76,4,7
Shalya,Tirtha Yatra,1265,29,76,4,7
Shalya,Tirtha Yatra,1266,61,76,4,7
Shalya,Tirtha Yatra,1267,23,76,4,7
Shalya,Tirtha Yatra,1268,65,76,4,7
Shalya,Tirtha Yatra,1269,51,76,4,7
Shalya,Tirtha Yatra,1270,26,76,4,7
Shalya,Tirtha Yatra,1271,21,76,4,7
Shalya,Tirtha Yatra,1272,37,76,4,7
Shalya,Gada Yuddha,1273,44,77,5,7
Shalya,Gada Yuddha,1274,44,77,5,7
Shalya,Gada Yuddha,1275,67,77,5,7
Shalya,Gada Yuddha,1276,59,77,5,7
Shalya,Gada Yuddha,1277,24,77,5,7
Shalya,Gada Yuddha,1278,44,77,5,7
Shalya,Gada Yuddha,1279,65,77,5,7
Shalya,Gada Yuddha,1280,40,77,5,7
Shalya,Gada Yuddha,1281,73,77,5,7
Shalya,Gada Yuddha,1282,43,77,5,7
Shalya,Gada Yuddha,1283,43,77,5,7
Souptika,Souptika,1284,66,78,1,8
Souptika,Souptika,1285,33,78,1,8
Souptika,Souptika,1286,35,78,1,8
Souptika,Souptika,1287,33,78,1,8
Souptika,Souptika,1288,38,78,1,8
Souptika,Souptika,1289,34,78,1,8
Souptika,Souptika,1290,66,78,1,8
Souptika,Souptika,1291,151,78,1,8
Souptika,Souptika,1292,59,78,1,8
Souptika,Aishika,1293,30,79,2,8
Souptika,Aishika,1294,30,79,2,8
Souptika,Aishika,1295,40,79,2,8
Souptika,Aishika,1296,20,79,2,8
Souptika,Aishika,1297,16,79,2,8
Souptika,Aishika,1298,33,79,2,8
Souptika,Aishika,1299,36,79,2,8
Souptika,Aishika,1300,26,79,2,8
Souptika,Aishika,1301,26,79,2,8
Stri,Vishoka,1302,37,80,3,8
Stri,Vishoka,1303,23,80,3,8
Stri,Vishoka,1304,17,80,3,8
Stri,Vishoka,1305,15,80,3,8
Stri,Vishoka,1306,22,80,3,8
Stri,Vishoka,1307,12,80,3,8
Stri,Vishoka,1308,20,80,3,8
Stri,Vishoka,1309,48,80,3,8
Stri,Stri,1310,21,81,4,8
Stri,Stri,1311,23,81,4,8
Stri,Stri,1312,30,81,4,8
Stri,Stri,1313,15,81,4,8
Stri,Stri,1314,19,81,4,8
Stri,Stri,1315,22,81,4,8
Stri,Stri,1316,20,81,4,8
Stri,Stri,1317,59,81,4,8
Stri,Stri,1318,30,81,4,8
Stri,Stri,1319,28,81,4,8
Stri,Stri,1320,21,81,4,8
Stri,Stri,1321,32,81,4,8
Stri,Stri,1322,14,81,4,8
Stri,Stri,1323,18,81,4,8
Stri,Stri,1324,42,81,4,8
Stri,Stri,1325,28,81,4,8
Stri,Stri,1326,46,81,4,8
Stri,Shraddha,1327,44,82,5,8
Stri,Jala Pradanika,1328,24,83,6,8
Shanti,Raja Dharma,1329,44,84,7,8
Shanti,Raja Dharma,1330,29,84,7,8
Shanti,Raja Dharma,1331,33,84,7,8
Shanti,Raja Dharma,1332,21,84,7,8
Shanti,Raja Dharma,1333,15,84,7,8
Shanti,Raja Dharma,1334,12,84,7,8
Shanti,Raja Dharma,1335,41,84,7,8
Shanti,Raja Dharma,1336,37,84,7,8
Shanti,Raja Dharma,1337,37,84,7,8
Shanti,Raja Dharma,1338,28,84,7,8
Shanti,Raja Dharma,1339,28,84,7,8
Shanti,Raja Dharma,1340,36,84,7,8
Shanti,Raja Dharma,1341,13,84,7,8
Shanti,Raja Dharma,1342,39,84,7,8
Shanti,Raja Dharma,1343,58,84,7,8
